transaction_id,customer_id,product_id,name,date,sales_agent,category,price,quantity,total_amount
TXN002617,CUST004674,PROD0040,Danilo Mercado,2025-10-20,Beatriz Cruz,Electronics,1147.5,5,5737.5
TXN002618,CUST002187,PROD0115,Michelle Pascual,2024-10-27,Gabriel Ramos,Food,528.0,4,2112.0
TXN002619,CUST004140,PROD0013,Robert Anderson,2025-07-04,Diana Mendoza,Electronics,13050.0,5,65250.0
TXN002620,CUST004962,PROD0163,William Wilson,2024-11-16,Ethan Torres,Home,385.0,1,385.0
TXN002621,CUST003490,PROD0163,Maria Dela Cruz,2024-08-29,Beatriz Cruz,Home,385.0,5,1925.0
TXN002622,CUST002838,PROD0069,Samantha Hernandez,2024-06-29,Gabriel Ramos,Clothing,269.1,2,538.2
TXN002623,CUST003998,PROD0132,Grace Castro,2026-03-16,Alex Santos,Beauty,538.65,5,2693.25
TXN002624,CUST004365,PROD0189,Anthony Thompson,2026-03-26,Alex Santos,Home,225.0,4,900.0
TXN002625,CUST004115,PROD0052,Ashley Moore,2024-08-23,Beatriz Cruz,Clothing,1753.65,2,3507.3
TXN002626,CUST000965,PROD0118,Grace De Leon,2026-01-10,Fiona Lopez,Food,378.0,5,1890.0
TXN002627,CUST001144,PROD0142,Reynaldo Rodriguez,2024-10-23,Charlie Reyes,Beauty,742.5,2,1485.0
TXN002628,CUST001978,PROD0021,Nicole Gonzales,2024-11-29,Fiona Lopez,Electronics,1350.0,4,5400.0
TXN002629,CUST003982,PROD0128,Aldrin Soriano,2024-10-11,Fiona Lopez,Beauty,607.5,1,607.5
TXN002630,CUST001755,PROD0133,Hannah Thompson,2025-05-11,Gabriel Ramos,Beauty,531.0,1,531.0
TXN002631,CUST003479,PROD0045,Jessica Gonzales,2026-04-29,Hannah Dizon,Clothing,449.1,1,449.1
TXN002632,CUST002140,PROD0024,Richard Thomas,2024-12-04,Ethan Torres,Electronics,2025.0,2,4050.0
TXN002633,CUST004070,PROD0168,Jose Dela Cruz,2026-05-19,Hannah Dizon,Home,7830.0,2,15660.0
TXN002634,CUST001180,PROD0052,Aldrin Espiritu,2025-04-12,Hannah Dizon,Clothing,1753.65,2,3507.3
TXN002635,CUST004015,PROD0066,Joshua Torres,2024-11-24,Beatriz Cruz,Clothing,1890.0,3,5670.0
TXN002636,CUST001238,PROD0004,John Espiritu,2026-02-06,Ethan Torres,Electronics,60750.0,2,121500.0
TXN002637,CUST000285,PROD0113,David Jones,2026-01-22,Diana Mendoza,Food,432.0,4,1728.0
TXN002638,CUST002138,PROD0029,Rowena Reyes,2025-06-06,Hannah Dizon,Electronics,28800.0,1,28800.0
TXN002639,CUST002356,PROD0037,Charles Jones,2025-05-09,Alex Santos,Electronics,765.0,3,2295.0
TXN002640,CUST004642,PROD0035,Jessica Villanueva,2026-04-03,Fiona Lopez,Electronics,2430.0,2,4860.0
TXN002641,CUST000018,PROD0197,Mark Bautista,2026-01-02,Fiona Lopez,Home,315.0,3,945.0
TXN002642,CUST004485,PROD0126,Michael Manalo,2025-10-12,Diana Mendoza,Beauty,607.5,4,2430.0
TXN002643,CUST002420,PROD0172,Joshua Aquino,2024-11-26,Hannah Dizon,Home,1620.0,2,3240.0
TXN002644,CUST003772,PROD0150,Michelle Pascual,2025-05-15,Hannah Dizon,Beauty,877.5,2,1755.0
TXN002645,CUST001823,PROD0134,Lauren Thompson,2026-02-24,Beatriz Cruz,Beauty,796.5,4,3186.0
TXN002646,CUST000586,PROD0033,Jessica Valenzuela,2026-01-10,Charlie Reyes,Electronics,1620.0,1,1620.0
TXN002647,CUST001961,PROD0083,Alexis Moore,2024-09-07,Beatriz Cruz,Food,495.0,1,495.0
TXN002648,CUST001961,PROD0168,Alexis Moore,2024-12-22,Alex Santos,Home,7830.0,1,7830.0
TXN002649,CUST000241,PROD0122,Christine Soriano,2025-04-25,Diana Mendoza,Beauty,1147.5,3,3442.5
TXN002650,CUST000364,PROD0046,Samantha Rodriguez,2025-02-14,Gabriel Ramos,Clothing,673.65,5,3368.25
TXN002651,CUST002285,PROD0135,Danilo Mercado,2025-03-15,Beatriz Cruz,Beauty,649.0,2,1298.0
TXN002652,CUST001730,PROD0036,Jasmine Mercado,2024-09-30,Charlie Reyes,Electronics,2430.0,2,4860.0
TXN002653,CUST001394,PROD0009,Jasmine Lopez,2025-12-16,Hannah Dizon,Electronics,3150.0,2,6300.0
TXN002654,CUST004291,PROD0193,John Mercado,2025-04-18,Hannah Dizon,Home,162.0,1,162.0
TXN002655,CUST004715,PROD0078,Reynaldo Manalo,2024-12-22,Beatriz Cruz,Clothing,526.5,2,1053.0
TXN002656,CUST003933,PROD0004,Angelo Santiago,2025-11-14,Fiona Lopez,Electronics,60750.0,5,303750.0
TXN002657,CUST003602,PROD0133,Daniel Wilson,2024-12-20,Hannah Dizon,Beauty,531.0,5,2655.0
TXN002658,CUST001389,PROD0032,Angelo Lopez,2025-01-09,Beatriz Cruz,Electronics,43200.0,4,172800.0
TXN002659,CUST004538,PROD0048,Manuel Valenzuela,2024-10-14,Gabriel Ramos,Clothing,673.65,1,673.65
TXN002660,CUST004226,PROD0002,Christine De Leon,2026-02-15,Diana Mendoza,Electronics,60750.0,4,243000.0
TXN002661,CUST000554,PROD0096,Arnel Gonzales,2024-09-10,Diana Mendoza,Food,742.5,1,742.5
TXN002662,CUST003680,PROD0140,Hannah Rodriguez,2025-03-28,Ethan Torres,Beauty,648.0,5,3240.0
TXN002663,CUST004461,PROD0144,John Mercado,2025-01-31,Alex Santos,Beauty,742.5,2,1485.0
TXN002664,CUST003640,PROD0164,Liza Bautista,2025-03-04,Hannah Dizon,Home,472.5,2,945.0
TXN002665,CUST004455,PROD0032,Samantha Manalo,2024-08-30,Diana Mendoza,Electronics,43200.0,2,86400.0
TXN002666,CUST003649,PROD0016,Matthew Rodriguez,2026-04-11,Ethan Torres,Electronics,19575.0,5,97875.0
TXN002667,CUST002184,PROD0102,Arnel Santos,2024-11-13,Ethan Torres,Food,297.0,3,891.0
TXN002668,CUST002566,PROD0079,Daniel Lee,2024-06-24,Hannah Dizon,Clothing,429.0,4,1716.0
TXN002669,CUST000125,PROD0004,Rowena Aquino,2025-04-17,Diana Mendoza,Electronics,60750.0,3,182250.0
TXN002670,CUST002638,PROD0167,Jose Ramos,2025-10-25,Charlie Reyes,Home,6380.0,2,12760.0
TXN002671,CUST002162,PROD0142,Nicole Mendoza,2024-09-04,Beatriz Cruz,Beauty,742.5,5,3712.5
TXN002672,CUST000225,PROD0171,William Anderson,2025-12-13,Charlie Reyes,Home,1320.0,5,6600.0
TXN002673,CUST001904,PROD0133,Danilo Tomas,2025-04-18,Alex Santos,Beauty,531.0,2,1062.0
TXN002674,CUST004383,PROD0072,Rowena Gonzales,2025-10-09,Hannah Dizon,Clothing,403.65,5,2018.25
TXN002675,CUST004533,PROD0196,Richard Smith,2024-11-09,Fiona Lopez,Home,243.0,5,1215.0
TXN002676,CUST003984,PROD0189,Angelo Villanueva,2025-05-21,Diana Mendoza,Home,225.0,4,900.0
TXN002677,CUST000575,PROD0096,Anthony Rodriguez,2025-08-03,Ethan Torres,Food,742.5,1,742.5
TXN002678,CUST002631,PROD0061,Christine Castro,2024-12-31,Alex Santos,Clothing,1439.1,4,5756.4
TXN002679,CUST000133,PROD0098,Matthew Moore,2025-07-18,Gabriel Ramos,Food,810.0,4,3240.0
TXN002680,CUST000499,PROD0166,Maria Dela Cruz,2026-04-02,Gabriel Ramos,Home,7830.0,2,15660.0
TXN002681,CUST001909,PROD0024,Antonio Pascual,2024-09-03,Beatriz Cruz,Electronics,2025.0,4,8100.0
TXN002682,CUST000765,PROD0027,Aileen Villanueva,2026-01-18,Fiona Lopez,Electronics,1620.0,3,4860.0
TXN002683,CUST001805,PROD0007,David Hernandez,2026-01-23,Diana Mendoza,Electronics,4048.65,4,16194.6
TXN002684,CUST001684,PROD0186,Michael Aquino,2024-09-17,Diana Mendoza,Home,1485.0,3,4455.0
TXN002685,CUST000468,PROD0059,Charles Taylor,2025-10-05,Hannah Dizon,Clothing,1098.9,5,5494.5
TXN002686,CUST000633,PROD0120,Christine Cruz,2024-06-01,Diana Mendoza,Food,378.0,4,1512.0
TXN002687,CUST004688,PROD0162,Grace Bautista,2026-03-22,Diana Mendoza,Home,472.5,1,472.5
TXN002688,CUST003393,PROD0025,Donald Jackson,2025-11-26,Charlie Reyes,Electronics,1080.0,1,1080.0
TXN002689,CUST000120,PROD0074,Kenneth Williams,2025-06-07,Charlie Reyes,Clothing,877.5,1,877.5
TXN002690,CUST003907,PROD0037,Danilo Cruz,2024-08-30,Gabriel Ramos,Electronics,765.0,2,1530.0
TXN002691,CUST002215,PROD0115,Steven White,2026-05-03,Ethan Torres,Food,528.0,2,1056.0
TXN002692,CUST002446,PROD0111,Gilbert Espiritu,2025-12-17,Ethan Torres,Food,132.0,4,528.0
TXN002693,CUST001998,PROD0038,Ashley White,2025-05-27,Fiona Lopez,Electronics,1147.5,1,1147.5
TXN002694,CUST003479,PROD0085,Jessica Gonzales,2024-10-08,Alex Santos,Food,315.0,3,945.0
TXN002695,CUST001793,PROD0099,Grace Pascual,2025-08-18,Beatriz Cruz,Food,660.0,2,1320.0
TXN002696,CUST000199,PROD0116,Gilbert Villanueva,2024-11-02,Alex Santos,Food,648.0,5,3240.0
TXN002697,CUST002832,PROD0123,Arnel Dizon,2025-12-06,Alex Santos,Beauty,935.0,2,1870.0
TXN002698,CUST002571,PROD0179,Jessica Manalo,2026-05-12,Fiona Lopez,Home,1595.0,1,1595.0
TXN002699,CUST004401,PROD0026,Sarah Davis,2025-12-27,Gabriel Ramos,Electronics,1620.0,5,8100.0
TXN002700,CUST002155,PROD0072,Juan Villanueva,2025-04-18,Gabriel Ramos,Clothing,403.65,3,1210.95
TXN002701,CUST003660,PROD0191,Elizabeth Jackson,2026-05-07,Beatriz Cruz,Home,275.0,4,1100.0
TXN002702,CUST002159,PROD0076,Christian Mercado,2024-11-29,Alex Santos,Clothing,877.5,3,2632.5
TXN002703,CUST002133,PROD0015,Rowena Pascual,2026-03-06,Fiona Lopez,Electronics,19575.0,1,19575.0
TXN002704,CUST003031,PROD0177,Jose Rodriguez,2026-04-05,Fiona Lopez,Home,1305.0,4,5220.0
TXN002705,CUST003968,PROD0072,Nicole Ramos,2024-06-02,Charlie Reyes,Clothing,403.65,1,403.65
TXN002706,CUST000959,PROD0187,Maria Mercado,2025-07-01,Hannah Dizon,Home,1210.0,3,3630.0
TXN002707,CUST004927,PROD0189,Princess Tomas,2026-01-25,Diana Mendoza,Home,225.0,1,225.0
TXN002708,CUST000197,PROD0019,Michelle Gonzales,2025-01-08,Ethan Torres,Electronics,7290.0,1,7290.0
TXN002709,CUST002484,PROD0009,Jasmine Garcia,2025-05-16,Alex Santos,Electronics,3150.0,4,12600.0
TXN002710,CUST003922,PROD0005,Joshua Tomas,2025-12-29,Beatriz Cruz,Electronics,2699.1,3,8097.3
TXN002711,CUST002227,PROD0111,Kenneth Wilson,2025-05-26,Ethan Torres,Food,132.0,5,660.0
TXN002712,CUST002109,PROD0002,Robert Jones,2024-07-13,Alex Santos,Electronics,60750.0,1,60750.0
TXN002713,CUST002407,PROD0010,Arnel Pascual,2024-06-16,Ethan Torres,Electronics,4725.0,4,18900.0
TXN002714,CUST002088,PROD0092,Joshua Dela Cruz,2025-02-05,Hannah Dizon,Food,243.0,4,972.0
TXN002715,CUST004329,PROD0055,Joshua Santiago,2025-03-22,Hannah Dizon,Clothing,878.9,3,2636.7
TXN002716,CUST001396,PROD0093,Jose Torres,2025-07-14,Alex Santos,Food,495.0,3,1485.0
TXN002717,CUST004519,PROD0149,Joshua Bautista,2026-02-02,Charlie Reyes,Beauty,585.0,3,1755.0
TXN002718,CUST003247,PROD0109,Joshua Harris,2024-10-08,Fiona Lopez,Food,108.0,4,432.0
TXN002719,CUST003458,PROD0016,Kenneth Thomas,2024-08-17,Diana Mendoza,Electronics,19575.0,5,97875.0
TXN002720,CUST000324,PROD0179,Rowena Mendoza,2025-09-17,Fiona Lopez,Home,1595.0,1,1595.0
TXN002721,CUST000731,PROD0130,Jayson Bautista,2024-09-15,Charlie Reyes,Beauty,538.65,1,538.65
TXN002722,CUST003147,PROD0091,Hannah Hernandez,2024-11-21,Fiona Lopez,Food,198.0,1,198.0
TXN002723,CUST004562,PROD0173,Sarah Lewis,2024-09-21,Fiona Lopez,Home,855.0,5,4275.0
TXN002724,CUST002703,PROD0155,Angelo Manalo,2024-06-16,Ethan Torres,Beauty,979.0,2,1958.0
TXN002725,CUST000892,PROD0087,Mark Rodriguez,2024-06-15,Hannah Dizon,Food,385.0,1,385.0
TXN002726,CUST004074,PROD0066,Arnel Santiago,2024-08-04,Gabriel Ramos,Clothing,1890.0,3,5670.0
TXN002727,CUST003941,PROD0124,Paul Lopez,2026-04-01,Gabriel Ramos,Beauty,1147.5,2,2295.0
TXN002728,CUST000832,PROD0161,Gilbert Ramos,2024-07-03,Diana Mendoza,Home,315.0,2,630.0
TXN002729,CUST002028,PROD0032,Angelo Castro,2026-01-11,Hannah Dizon,Electronics,43200.0,4,172800.0
TXN002730,CUST003866,PROD0015,Maria Castro,2024-11-06,Fiona Lopez,Electronics,19575.0,3,58725.0
TXN002731,CUST003079,PROD0026,Antonio Cruz,2025-07-21,Ethan Torres,Electronics,1620.0,3,4860.0
TXN002732,CUST002278,PROD0098,Emily Martin,2026-01-21,Gabriel Ramos,Food,810.0,3,2430.0
TXN002733,CUST002994,PROD0195,Gilbert Dizon,2026-03-14,Charlie Reyes,Home,198.0,3,594.0
TXN002734,CUST002526,PROD0022,William Thomas,2026-04-04,Diana Mendoza,Electronics,2025.0,2,4050.0
TXN002735,CUST004166,PROD0198,Princess Espiritu,2024-07-31,Beatriz Cruz,Home,472.5,2,945.0
TXN002736,CUST003637,PROD0162,Patricia Ramos,2024-10-01,Ethan Torres,Home,472.5,3,1417.5
TXN002737,CUST004040,PROD0183,Timothy Thomas,2026-01-23,Charlie Reyes,Home,715.0,5,3575.0
TXN002738,CUST003749,PROD0192,Grace Soriano,2025-04-21,Beatriz Cruz,Home,337.5,3,1012.5
TXN002739,CUST002453,PROD0136,Arnel Bautista,2026-01-03,Ethan Torres,Beauty,796.5,1,796.5
TXN002740,CUST000041,PROD0148,Mark Mercado,2026-03-31,Ethan Torres,Beauty,972.0,4,3888.0
TXN002741,CUST002784,PROD0195,Joshua Valenzuela,2025-12-02,Ethan Torres,Home,198.0,4,792.0
TXN002742,CUST001923,PROD0149,Juan Lopez,2024-10-29,Ethan Torres,Beauty,585.0,5,2925.0
TXN002743,CUST004122,PROD0127,Angelo Rodriguez,2025-12-18,Alex Santos,Beauty,495.0,4,1980.0
TXN002744,CUST001999,PROD0123,Juan Torres,2025-07-04,Hannah Dizon,Beauty,935.0,4,3740.0
TXN002745,CUST002087,PROD0147,Jayson Garcia,2025-09-17,Diana Mendoza,Beauty,792.0,4,3168.0
TXN002746,CUST004352,PROD0012,Liza Tomas,2025-04-18,Diana Mendoza,Electronics,4725.0,3,14175.0
TXN002747,CUST001213,PROD0090,Rowena Aquino,2024-09-15,Beatriz Cruz,Food,243.0,5,1215.0
TXN002748,CUST003724,PROD0032,Reynaldo Garcia,2025-07-31,Charlie Reyes,Electronics,43200.0,5,216000.0
TXN002749,CUST004683,PROD0115,Francis Soriano,2025-04-02,Hannah Dizon,Food,528.0,4,2112.0
TXN002750,CUST003750,PROD0111,Eduardo Espiritu,2025-08-02,Gabriel Ramos,Food,132.0,1,132.0
TXN002751,CUST000669,PROD0151,Aileen De Leon,2024-09-24,Diana Mendoza,Beauty,715.0,3,2145.0
TXN002752,CUST001341,PROD0098,Gilbert Reyes,2025-02-07,Charlie Reyes,Food,810.0,3,2430.0
TXN002753,CUST004726,PROD0169,Paul Lee,2026-03-19,Diana Mendoza,Home,1080.0,1,1080.0
TXN002754,CUST003673,PROD0112,Hannah Martinez,2026-01-07,Hannah Dizon,Food,162.0,1,162.0
TXN002755,CUST004350,PROD0091,Althea Santos,2025-07-28,Hannah Dizon,Food,198.0,3,594.0
TXN002756,CUST004712,PROD0030,Eduardo Garcia,2024-06-19,Fiona Lopez,Electronics,43200.0,4,172800.0
TXN002757,CUST001742,PROD0188,Samantha Harris,2026-01-19,Gabriel Ramos,Home,1485.0,4,5940.0
TXN002758,CUST000381,PROD0170,Grace Soriano,2025-03-30,Ethan Torres,Home,1620.0,4,6480.0
TXN002759,CUST003912,PROD0124,Manuel Mendoza,2024-09-14,Ethan Torres,Beauty,1147.5,1,1147.5
TXN002760,CUST002912,PROD0116,Christine Villanueva,2025-09-15,Alex Santos,Food,648.0,2,1296.0
TXN002761,CUST002992,PROD0192,Paul Pascual,2024-06-11,Beatriz Cruz,Home,337.5,3,1012.5
TXN002762,CUST003019,PROD0073,Mark Miller,2025-02-10,Ethan Torres,Clothing,585.0,1,585.0
TXN002763,CUST004410,PROD0083,Danilo Santiago,2025-09-05,Fiona Lopez,Food,495.0,2,990.0
TXN002764,CUST003033,PROD0100,Donald Wilson,2026-02-28,Diana Mendoza,Food,810.0,4,3240.0
TXN002765,CUST002117,PROD0069,Michael Dela Cruz,2025-12-07,Ethan Torres,Clothing,269.1,3,807.3
TXN002766,CUST002758,PROD0188,Kevin Jones,2025-05-03,Hannah Dizon,Home,1485.0,4,5940.0
TXN002767,CUST003359,PROD0054,Mary Ocampo,2025-01-26,Fiona Lopez,Clothing,1078.65,3,3235.95
TXN002768,CUST001506,PROD0001,Thomas Miller,2026-05-19,Fiona Lopez,Electronics,40500.0,1,40500.0
TXN002769,CUST004631,PROD0088,Maria Manalo,2024-12-30,Alex Santos,Food,472.5,4,1890.0
TXN002770,CUST001316,PROD0121,Mark Smith,2025-09-17,Charlie Reyes,Beauty,765.0,5,3825.0
TXN002771,CUST001171,PROD0122,Gilbert Ramos,2025-06-26,Fiona Lopez,Beauty,1147.5,5,5737.5
TXN002772,CUST004558,PROD0128,Juan Mercado,2024-07-24,Ethan Torres,Beauty,607.5,2,1215.0
TXN002773,CUST003493,PROD0104,Jose Valenzuela,2024-06-16,Diana Mendoza,Food,297.0,4,1188.0
TXN002774,CUST003471,PROD0157,Antonio Santiago,2025-11-28,Alex Santos,Beauty,135.0,2,270.0
TXN002775,CUST003807,PROD0112,Aileen Ramos,2026-04-21,Ethan Torres,Food,162.0,3,486.0
TXN002776,CUST004432,PROD0045,Mary Ocampo,2026-03-11,Ethan Torres,Clothing,449.1,2,898.2
TXN002777,CUST002953,PROD0012,Mary Lopez,2024-07-20,Hannah Dizon,Electronics,4725.0,5,23625.0
TXN002778,CUST003262,PROD0027,Reynaldo Dela Cruz,2025-08-09,Fiona Lopez,Electronics,1620.0,2,3240.0
TXN002779,CUST003918,PROD0127,Nicole De Leon,2025-09-14,Ethan Torres,Beauty,495.0,2,990.0
TXN002780,CUST002279,PROD0126,Paul Mercado,2024-09-09,Gabriel Ramos,Beauty,607.5,3,1822.5
TXN002781,CUST004623,PROD0017,Anthony Jackson,2026-01-14,Beatriz Cruz,Electronics,4860.0,4,19440.0
TXN002782,CUST001582,PROD0175,Mark Valenzuela,2025-08-05,Fiona Lopez,Home,1045.0,1,1045.0
TXN002783,CUST003857,PROD0045,Roldan Valenzuela,2025-05-10,Charlie Reyes,Clothing,449.1,3,1347.3
TXN002784,CUST000296,PROD0026,Danilo Ramos,2025-06-25,Beatriz Cruz,Electronics,1620.0,3,4860.0
TXN002785,CUST003499,PROD0157,Joshua Lewis,2025-09-23,Alex Santos,Beauty,135.0,4,540.0
TXN002786,CUST004175,PROD0037,Jasmine Mercado,2024-12-23,Alex Santos,Electronics,765.0,4,3060.0
TXN002787,CUST000378,PROD0006,George Miller,2025-11-11,Beatriz Cruz,Electronics,4048.65,2,8097.3
TXN002788,CUST001768,PROD0194,Aldrin Villanueva,2025-04-04,Alex Santos,Home,243.0,2,486.0
TXN002789,CUST001709,PROD0198,Jessica Johnson,2025-09-27,Ethan Torres,Home,472.5,2,945.0
TXN002790,CUST001457,PROD0111,Althea Cruz,2026-01-01,Charlie Reyes,Food,132.0,3,396.0
TXN002791,CUST002306,PROD0026,Christine Pascual,2025-12-10,Alex Santos,Electronics,1620.0,1,1620.0
TXN002792,CUST003108,PROD0173,Mark Valenzuela,2026-01-05,Fiona Lopez,Home,855.0,5,4275.0
TXN002793,CUST000966,PROD0031,Joshua Wilson,2026-03-15,Charlie Reyes,Electronics,43200.0,5,216000.0
TXN002794,CUST002462,PROD0108,William Smith,2025-02-17,Alex Santos,Food,540.0,2,1080.0
TXN002795,CUST000559,PROD0028,John Lopez,2025-11-30,Charlie Reyes,Electronics,1620.0,5,8100.0
TXN002796,CUST003786,PROD0154,Jessica Smith,2024-08-28,Ethan Torres,Beauty,1201.5,4,4806.0
TXN002797,CUST002927,PROD0152,Richard Hernandez,2025-05-16,Beatriz Cruz,Beauty,877.5,1,877.5
TXN002798,CUST001189,PROD0008,Arnel Tomas,2024-12-03,Diana Mendoza,Electronics,4048.65,5,20243.25
TXN002799,CUST000488,PROD0095,Angelo Tomas,2026-01-31,Gabriel Ramos,Food,605.0,4,2420.0
TXN002800,CUST003545,PROD0166,Danilo Gonzales,2026-01-07,Ethan Torres,Home,7830.0,2,15660.0
TXN002801,CUST001777,PROD0147,Gilbert Ramos,2025-03-17,Diana Mendoza,Beauty,792.0,5,3960.0
TXN002802,CUST001703,PROD0185,Danilo Rodriguez,2025-09-29,Fiona Lopez,Home,990.0,3,2970.0
TXN002803,CUST001303,PROD0136,Michelle Espiritu,2025-10-18,Ethan Torres,Beauty,796.5,4,3186.0
TXN002804,CUST001986,PROD0122,Patricia De Leon,2025-09-26,Diana Mendoza,Beauty,1147.5,3,3442.5
TXN002805,CUST004505,PROD0162,Jose Santiago,2025-04-21,Alex Santos,Home,472.5,2,945.0
TXN002806,CUST000080,PROD0188,Taylor Jackson,2024-11-23,Hannah Dizon,Home,1485.0,4,5940.0
TXN002807,CUST001120,PROD0176,Michelle De Leon,2024-08-13,Hannah Dizon,Home,1282.5,5,6412.5
TXN002808,CUST001675,PROD0020,Michelle Aquino,2025-07-08,Charlie Reyes,Electronics,7290.0,3,21870.0
TXN002809,CUST000382,PROD0085,Rowena Espiritu,2025-05-19,Diana Mendoza,Food,315.0,2,630.0
TXN002810,CUST003478,PROD0114,Liza Dizon,2026-02-15,Charlie Reyes,Food,648.0,3,1944.0
TXN002811,CUST002501,PROD0173,Aldrin Gonzales,2026-05-13,Diana Mendoza,Home,855.0,4,3420.0
TXN002812,CUST001177,PROD0102,Donald Smith,2025-12-16,Hannah Dizon,Food,297.0,4,1188.0
TXN002813,CUST004827,PROD0062,Angelo Garcia,2025-10-28,Ethan Torres,Clothing,2158.65,5,10793.25
TXN002814,CUST000650,PROD0044,Mark Davis,2025-11-14,Gabriel Ramos,Clothing,3373.65,4,13494.6
TXN002815,CUST001358,PROD0130,Christian Dela Cruz,2025-10-05,Hannah Dizon,Beauty,538.65,3,1615.95
TXN002816,CUST004079,PROD0138,George Garcia,2025-06-20,Beatriz Cruz,Beauty,648.0,1,648.0
TXN002817,CUST002414,PROD0005,Noel Cruz,2025-08-20,Gabriel Ramos,Electronics,2699.1,2,5398.2
TXN002818,CUST004890,PROD0097,Aileen Pascual,2026-02-18,Gabriel Ramos,Food,540.0,3,1620.0
TXN002819,CUST001497,PROD0192,Princess Torres,2025-03-08,Beatriz Cruz,Home,337.5,3,1012.5
TXN002820,CUST003982,PROD0057,Aldrin Soriano,2024-08-08,Alex Santos,Clothing,899.1,2,1798.2
TXN002821,CUST000150,PROD0074,Jessica Johnson,2024-06-13,Ethan Torres,Clothing,877.5,1,877.5
TXN002822,CUST000066,PROD0118,Antonio Ramos,2024-09-05,Beatriz Cruz,Food,378.0,2,756.0
TXN002823,CUST004876,PROD0199,Samantha Castro,2025-03-06,Diana Mendoza,Home,385.0,2,770.0
TXN002824,CUST003739,PROD0015,Paul Pascual,2024-11-24,Gabriel Ramos,Electronics,19575.0,3,58725.0
TXN002825,CUST003587,PROD0136,Joshua Santiago,2024-09-03,Ethan Torres,Beauty,796.5,5,3982.5
TXN002826,CUST003242,PROD0057,Francis Mercado,2025-05-25,Fiona Lopez,Clothing,899.1,1,899.1
TXN002827,CUST000647,PROD0150,Danilo Santiago,2024-12-24,Fiona Lopez,Beauty,877.5,2,1755.0
TXN002828,CUST000517,PROD0170,Ashley Harris,2024-08-13,Alex Santos,Home,1620.0,1,1620.0
TXN002829,CUST002649,PROD0131,John Mercado,2025-03-29,Fiona Lopez,Beauty,438.9,4,1755.6
TXN002830,CUST003629,PROD0058,Juan Manalo,2024-08-25,Diana Mendoza,Clothing,1348.65,4,5394.6
TXN002831,CUST000472,PROD0178,Roldan Torres,2024-07-10,Beatriz Cruz,Home,1957.5,4,7830.0
TXN002832,CUST002255,PROD0146,Paul Garcia,2024-12-05,Beatriz Cruz,Beauty,972.0,4,3888.0
TXN002833,CUST002945,PROD0107,Madison Rodriguez,2024-06-21,Hannah Dizon,Food,440.0,2,880.0
TXN002834,CUST000056,PROD0048,Lauren Johnson,2024-09-07,Hannah Dizon,Clothing,673.65,2,1347.3
TXN002835,CUST003713,PROD0055,Aileen Dizon,2025-01-20,Hannah Dizon,Clothing,878.9,1,878.9
TXN002836,CUST000684,PROD0002,James Jackson,2024-09-01,Ethan Torres,Electronics,60750.0,5,303750.0
TXN002837,CUST001408,PROD0106,Mark Castro,2024-10-31,Beatriz Cruz,Food,540.0,5,2700.0
TXN002838,CUST001295,PROD0041,Christine Pascual,2026-04-17,Ethan Torres,Clothing,2249.1,1,2249.1
TXN002839,CUST000001,PROD0107,Juan Ramos,2024-08-11,Diana Mendoza,Food,440.0,5,2200.0
TXN002840,CUST003124,PROD0086,Alexis Gonzalez,2025-02-24,Gabriel Ramos,Food,472.5,4,1890.0
TXN002841,CUST000435,PROD0044,Christine Aquino,2026-03-20,Fiona Lopez,Clothing,3373.65,1,3373.65
TXN002842,CUST002219,PROD0064,Arnel Tomas,2025-05-08,Alex Santos,Clothing,2158.65,3,6475.95
TXN002843,CUST003859,PROD0022,Samantha Manalo,2024-07-28,Alex Santos,Electronics,2025.0,1,2025.0
TXN002844,CUST002481,PROD0087,Timothy Johnson,2024-07-16,Beatriz Cruz,Food,385.0,3,1155.0
TXN002845,CUST001986,PROD0018,Patricia De Leon,2026-05-18,Beatriz Cruz,Electronics,7290.0,5,36450.0
TXN002846,CUST002687,PROD0157,Timothy Garcia,2026-02-25,Gabriel Ramos,Beauty,135.0,1,135.0
TXN002847,CUST001238,PROD0124,John Espiritu,2025-07-13,Diana Mendoza,Beauty,1147.5,3,3442.5
TXN002848,CUST004051,PROD0125,John Bautista,2026-02-04,Gabriel Ramos,Beauty,405.0,4,1620.0
TXN002849,CUST000408,PROD0084,Reynaldo Soriano,2025-02-10,Fiona Lopez,Food,607.5,4,2430.0
TXN002850,CUST001227,PROD0082,Nicole Santos,2025-09-19,Fiona Lopez,Food,607.5,1,607.5
TXN002851,CUST002240,PROD0044,Noel Reyes,2024-11-23,Ethan Torres,Clothing,3373.65,4,13494.6
TXN002852,CUST002138,PROD0194,Rowena Reyes,2024-07-21,Gabriel Ramos,Home,243.0,5,1215.0
TXN002853,CUST002159,PROD0170,Christian Mercado,2026-05-02,Gabriel Ramos,Home,1620.0,1,1620.0
TXN002854,CUST004031,PROD0087,Reynaldo Rodriguez,2025-02-12,Beatriz Cruz,Food,385.0,5,1925.0
TXN002855,CUST001306,PROD0128,Andrew Thomas,2025-10-16,Beatriz Cruz,Beauty,607.5,1,607.5
TXN002856,CUST002459,PROD0144,Paul Dela Cruz,2025-12-16,Beatriz Cruz,Beauty,742.5,4,2970.0
